product_category_name,year_month,demand,demand_next_month
moveis_quarto,2018-02,7,6.0
moveis_quarto,2018-03,6,7.0
moveis_quarto,2018-04,7,6.0
moveis_quarto,2018-05,6,9.0
moveis_quarto,2018-06,9,10.0
moveis_quarto,2018-07,10,12.0
moveis_sala,2017-01,10,21.0
moveis_sala,2017-02,21,24.0
moveis_sala,2017-03,24,12.0
moveis_sala,2017-04,12,32.0
moveis_sala,2017-05,32,15.0
moveis_sala,2017-06,15,30.0
moveis_sala,2017-07,30,23.0
moveis_sala,2017-08,23,11.0
moveis_sala,2017-09,11,19.0
moveis_sala,2017-10,19,39.0
moveis_sala,2017-11,39,20.0
moveis_sala,2017-12,20,22.0
moveis_sala,2018-01,22,26.0
moveis_sala,2018-02,26,19.0
moveis_sala,2018-03,19,33.0
moveis_sala,2018-04,33,16.0
moveis_sala,2018-05,16,29.0
moveis_sala,2018-06,29,54.0
moveis_sala,2018-07,54,40.0
musica,2017-01,2,1.0
musica,2017-03,1,2.0
musica,2017-04,2,4.0
musica,2017-06,4,1.0
musica,2017-07,1,1.0
musica,2017-10,1,1.0
musica,2018-01,1,2.0
musica,2018-02,2,2.0
musica,2018-03,2,5.0
musica,2018-04,5,5.0
musica,2018-05,5,3.0
musica,2018-06,3,3.0
musica,2018-07,3,6.0
papelaria,2017-01,14,19.0
papelaria,2017-02,19,56.0
papelaria,2017-03,56,35.0
papelaria,2017-04,35,64.0
papelaria,2017-05,64,38.0
papelaria,2017-06,38,77.0
papelaria,2017-07,77,80.0
papelaria,2017-08,80,75.0
papelaria,2017-09,75,96.0
papelaria,2017-10,96,163.0
papelaria,2017-11,163,248.0
papelaria,2017-12,248,385.0
papelaria,2018-01,385,145.0
papelaria,2018-02,145,163.0
papelaria,2018-03,163,152.0
papelaria,2018-04,152,130.0
papelaria,2018-05,130,167.0
papelaria,2018-06,167,190.0
papelaria,2018-07,190,169.0
pc_gamer,2017-04,2,1.0
pc_gamer,2017-05,1,1.0
pc_gamer,2017-06,1,1.0
pc_gamer,2018-02,1,2.0
pc_gamer,2018-07,2,1.0
pcs,2017-01,1,1.0
pcs,2017-02,1,28.0
pcs,2017-08,28,40.0
pcs,2017-09,40,27.0
pcs,2017-10,27,7.0
pcs,2017-11,7,23.0
pcs,2017-12,23,11.0
pcs,2018-01,11,15.0
pcs,2018-04,15,13.0
pcs,2018-05,13,13.0
pcs,2018-06,13,8.0
pcs,2018-07,8,12.0
perfumaria,2016-10,29,34.0
perfumaria,2017-01,34,49.0
perfumaria,2017-02,49,105.0
perfumaria,2017-03,105,101.0
perfumaria,2017-04,101,143.0
perfumaria,2017-05,143,148.0
perfumaria,2017-06,148,121.0
perfumaria,2017-07,121,127.0
perfumaria,2017-08,127,153.0
perfumaria,2017-09,153,187.0
perfumaria,2017-10,187,304.0
perfumaria,2017-11,304,233.0
perfumaria,2017-12,233,223.0
perfumaria,2018-01,223,211.0
perfumaria,2018-02,211,198.0
perfumaria,2018-03,198,174.0
perfumaria,2018-04,174,197.0
perfumaria,2018-05,197,186.0
perfumaria,2018-06,186,199.0
perfumaria,2018-07,199,218.0
pet_shop,2016-10,4,14.0
pet_shop,2017-01,14,39.0
pet_shop,2017-02,39,44.0
pet_shop,2017-03,44,51.0
pet_shop,2017-04,51,73.0
pet_shop,2017-05,73,63.0
pet_shop,2017-06,63,85.0
pet_shop,2017-07,85,89.0
pet_shop,2017-08,89,71.0
pet_shop,2017-09,71,76.0
pet_shop,2017-10,76,97.0
pet_shop,2017-11,97,72.0
pet_shop,2017-12,72,89.0
pet_shop,2018-01,89,99.0
pet_shop,2018-02,99,122.0
pet_shop,2018-03,122,166.0
pet_shop,2018-04,166,136.0
pet_shop,2018-05,136,178.0
pet_shop,2018-06,178,158.0
pet_shop,2018-07,158,198.0
portateis_casa_forno_e_cafe,2017-06,1,1.0
portateis_casa_forno_e_cafe,2017-08,1,1.0
portateis_casa_forno_e_cafe,2017-09,1,1.0
portateis_casa_forno_e_cafe,2018-01,1,5.0
portateis_casa_forno_e_cafe,2018-02,5,7.0
portateis_casa_forno_e_cafe,2018-03,7,13.0
portateis_casa_forno_e_cafe,2018-04,13,9.0
portateis_casa_forno_e_cafe,2018-05,9,3.0
portateis_casa_forno_e_cafe,2018-06,3,15.0
portateis_casa_forno_e_cafe,2018-07,15,17.0
portateis_cozinha_e_preparadores_de_alimentos,2018-05,2,8.0
portateis_cozinha_e_preparadores_de_alimentos,2018-07,8,4.0
relogios_presentes,2016-10,4,11.0
relogios_presentes,2017-01,11,33.0
relogios_presentes,2017-02,33,79.0
relogios_presentes,2017-03,79,95.0
relogios_presentes,2017-04,95,129.0
relogios_presentes,2017-05,129,119.0
relogios_presentes,2017-06,119,162.0
relogios_presentes,2017-07,162,211.0
relogios_presentes,2017-08,211,264.0
relogios_presentes,2017-09,264,308.0
relogios_presentes,2017-10,308,463.0
relogios_presentes,2017-11,463,353.0
relogios_presentes,2017-12,353,355.0
relogios_presentes,2018-01,355,324.0
relogios_presentes,2018-02,324,421.0
relogios_presentes,2018-03,421,494.0
relogios_presentes,2018-04,494,625.0
relogios_presentes,2018-05,625,477.0
relogios_presentes,2018-06,477,521.0
relogios_presentes,2018-07,521,411.0
seguros_e_servicos,2017-01,1,1.0
sinalizacao_e_seguranca,2017-03,1,3.0
sinalizacao_e_seguranca,2017-04,3,4.0
sinalizacao_e_seguranca,2017-05,4,1.0
sinalizacao_e_seguranca,2017-06,1,5.0
sinalizacao_e_seguranca,2017-07,5,4.0
sinalizacao_e_seguranca,2017-08,4,9.0
sinalizacao_e_seguranca,2017-09,9,10.0
sinalizacao_e_seguranca,2017-10,10,5.0
sinalizacao_e_seguranca,2017-11,5,2.0
sinalizacao_e_seguranca,2017-12,2,8.0
sinalizacao_e_seguranca,2018-01,8,15.0
sinalizacao_e_seguranca,2018-02,15,9.0
sinalizacao_e_seguranca,2018-03,9,36.0
sinalizacao_e_seguranca,2018-04,36,7.0
sinalizacao_e_seguranca,2018-05,7,27.0
sinalizacao_e_seguranca,2018-06,27,29.0
sinalizacao_e_seguranca,2018-07,29,22.0
tablets_impressao_imagem,2017-02,8,5.0
tablets_impressao_imagem,2017-03,5,11.0
tablets_impressao_imagem,2017-04,11,7.0
tablets_impressao_imagem,2017-05,7,6.0
tablets_impressao_imagem,2017-06,6,2.0
tablets_impressao_imagem,2017-07,2,6.0
tablets_impressao_imagem,2017-08,6,3.0
tablets_impressao_imagem,2017-09,3,1.0
tablets_impressao_imagem,2017-10,1,6.0
tablets_impressao_imagem,2017-11,6,6.0
tablets_impressao_imagem,2017-12,6,3.0
tablets_impressao_imagem,2018-01,3,13.0
tablets_impressao_imagem,2018-02,13,3.0
tablets_impressao_imagem,2018-03,3,1.0
tablets_impressao_imagem,2018-04,1,1.0
tablets_impressao_imagem,2018-05,1,1.0
telefonia,2016-10,8,22.0
telefonia,2017-01,22,106.0
telefonia,2017-02,106,165.0
telefonia,2017-03,165,142.0
telefonia,2017-04,142,214.0
telefonia,2017-05,214,157.0
telefonia,2017-06,157,143.0
telefonia,2017-07,143,132.0
telefonia,2017-08,132,173.0
telefonia,2017-09,173,244.0
telefonia,2017-10,244,371.0
telefonia,2017-11,371,260.0
telefonia,2017-12,260,368.0
telefonia,2018-01,368,354.0
telefonia,2018-02,354,334.0
telefonia,2018-03,334,279.0
telefonia,2018-04,279,250.0
telefonia,2018-05,250,216.0
telefonia,2018-06,216,221.0
telefonia,2018-07,221,271.0
telefonia_fixa,2016-10,5,22.0
telefonia_fixa,2017-01,22,22.0
telefonia_fixa,2017-02,22,20.0
telefonia_fixa,2017-03,20,6.0
telefonia_fixa,2017-04,6,9.0
telefonia_fixa,2017-05,9,12.0
telefonia_fixa,2017-06,12,9.0
telefonia_fixa,2017-07,9,20.0
telefonia_fixa,2017-08,20,13.0
telefonia_fixa,2017-09,13,7.0
telefonia_fixa,2017-10,7,5.0
telefonia_fixa,2017-11,5,5.0
telefonia_fixa,2017-12,5,10.0
telefonia_fixa,2018-01,10,11.0
telefonia_fixa,2018-02,11,14.0
telefonia_fixa,2018-03,14,11.0
telefonia_fixa,2018-04,11,16.0
telefonia_fixa,2018-05,16,17.0
telefonia_fixa,2018-06,17,11.0
telefonia_fixa,2018-07,11,10.0
utilidades_domesticas,2016-10,12,28.0
utilidades_domesticas,2017-01,28,69.0
utilidades_domesticas,2017-02,69,196.0
utilidades_domesticas,2017-03,196,169.0
utilidades_domesticas,2017-04,169,302.0
utilidades_domesticas,2017-05,302,321.0
utilidades_domesticas,2017-06,321,271.0
utilidades_domesticas,2017-07,271,280.0
utilidades_domesticas,2017-08,280,249.0
utilidades_domesticas,2017-09,249,229.0
utilidades_domesticas,2017-10,229,412.0
utilidades_domesticas,2017-11,412,288.0
utilidades_domesticas,2017-12,288,351.0
utilidades_domesticas,2018-01,351,391.0
utilidades_domesticas,2018-02,391,390.0
utilidades_domesticas,2018-03,390,462.0
utilidades_domesticas,2018-04,462,618.0
utilidades_domesticas,2018-05,618,577.0
utilidades_domesticas,2018-06,577,564.0
utilidades_domesticas,2018-07,564,616.0
